abv,avail,avg_score,beer_name_og,brewery_og,category_og,city_og,ibu,num_of_ratings,state_og,style,style_og
5.50,Rotating,3.55,Shakedown Nut Brown,Angelic Brewing,North American Ale,Madison,-1,3,Wisconsin,English Brown Ale,American-Style Brown Ale
5.50,Year-round,3.83,Crop Circle Wheat,Great Dane Pub and Brewing #1,German Ale,Madison,-1,86,Wisconsin,German Hefeweizen,South German-Style Hefeweizen
6.00,Year-round,3.75,Black and Tan,Gray Brewing,North American Lager,Janesville,-1,10,Wisconsin,American Porter,American-Style Lager
4.75,Rotating,3.47,Irish Red,Nebraska Brewing Company,,Papillion,-1,11,Nebraska,Irish Red Ale,
6.00,Rotating,3.67,Oak Aged IPA,Upstream Brewing Company at Legacy,,Omaha,-1,6,Nebraska,American IPA,
4.90,Year-round,3.35,Creamy Dark,Jacob Leinenkugel Brewing Company,North American Lager,Chippewa Falls,-1,1016,Wisconsin,European Dark Lager,American-Style Lager
5.50,Year-round,3.74,Paint the Town Red,HopTown Brewing,North American Ale,Pleasanton,-1,22,California,American Amber / Red Ale,American-Style Amber/Red Ale
6.00,Year-round,3.78,Bully! Porter,Boulevard Brewing Company,Irish Ale,Kansas City,49,1171,Missouri,English Porter,Porter
5.50,Year-round,3.48,Portage Bay Pilsener,Maritime Pacific Brewing,,Seattle,-1,27,Washington,German Pilsner,
-1,Year-round,3.52,Atlas Amber Ale,Big Time Brewing,North American Ale,Seattle,-1,15,Washington,American Amber / Red Ale,American-Style Amber/Red Ale
4.40,Year-round,3.15,Hefe Weizen,Scuttlebutt Brewing,North American Lager,Everett,-1,10,Washington,American Pale Wheat Ale,American-Style Lager
-1,Rotating,1.84,Imperial Pale,Engine House #9,North American Ale,Tacoma,-1,1,Washington,American Pale Ale (APA),American-Style Pale Ale
7.50,Winter,3.73,WinterFish Ale,Fish Brewing Company & Fish Tail Brewpub,North American Ale,Olympia,-1,183,Washington,Winter Warmer,American-Style Pale Ale
8.00,Summer,3.84,Riot Ale,Elliott Bay Brewery and Pub,North American Ale,Seattle,-1,6,Washington,American Imperial IPA,American-Style Pale Ale
-1,Year-round,3.27,Alki Ale,Pacific Rim Brewing,North American Ale,Seattle,-1,2,Washington,American Pale Ale (APA),American-Style Pale Ale
9.90,Year-round,3.17,Imperial Gold Malt Liquor,Hawks Brewing,North American Lager,Roseburg,-1,5,Oregon,American Malt Liquor,American-Style Lager
5.60,Year-round,3.62,Nut Brown Ale,Blackstone Restaurant & Brewery,North American Ale,Nashville,-1,207,Tennessee,English Brown Ale,American-Style Brown Ale
4.50,Year-round,3.6,El Jefe Weizen Ale,Hale's Ales #3,German Ale,Seattle,-1,109,Washington,German Hefeweizen,South German-Style Hefeweizen
6.00,Rotating,3.86,Quail Springs IPA,Deschutes Brewery,North American Ale,Bend,-1,89,Oregon,English India Pale Ale (IPA),American-Style India Pale Ale
-1,Year-round,4.02,Buffalo Stout,Sioux Falls Brewing,North American Ale,Sioux Falls,-1,1,South Dakota,American Stout,American-Style Stout
6.10,Year-round,4.02,Arkham Stout,Blue Cat Brew Pub,North American Ale,Rock Island,20.65,11,Illinois,English Sweet / Milk Stout,American-Style Stout
6.40,Year-round,3.55,Bucktown Stout,Front Street Brewery,North American Ale,Davenport,-1,27,Iowa,American Stout,American-Style Stout
6.25,Spring,3.52,Maibock,Raccoon River Brewing,German Lager,Des Moines,-1,5,Iowa,German Maibock,Traditional German-Style Bock
-1,Year-round,3.62,Calumet Dark,Rowland's Calumet Brewery,Irish Ale,Chilton,-1,5,Wisconsin,Munich Dunkel Lager,Porter
4.30,Rotating,3.78,Dublin Stout,Goose Island Beer Company - Clybourn,North American Ale,Chicago,-1,31,Illinois,Irish Dry Stout,American-Style Stout
6.75,Year-round,3.64,Sasquatch Stout,Flagstaff Brewing,North American Ale,Flagstaff,12,9,Arizona,American Stout,American-Style Stout
4.63,Year-round,3.71,Samuel Adams Golden Pilsner,Boston Beer Company,,Boston,-1,26,Massachusetts,German Pilsner,
5.50,Spring,3.76,Deep Enders Dark,Anderson Valley Brewing,Irish Ale,Boonville,-1,155,California,American Porter,Porter
-1,Year-round,2.14,Good Life Stout,Crane River Brewpub and Cafe,North American Ale,Lincoln,-1,1,Nebraska,American Stout,American-Style Stout
-1,Year-round,3.66,Bavarian Lager,Troegs Brewing,North American Lager,Harrisburg,-1,62,Pennsylvania,German Märzen / Oktoberfest,American-Style Lager
5.30,Fall,3.51,Trail Blaze Organic Brown Ale,Appalachian Brewing Company,North American Ale,Harrisburg,-1,108,Pennsylvania,American Brown Ale,American-Style Brown Ale
5.50,Rotating,3.74,Spring Creek Lager,Otto's Pub and Brewery,North American Lager,State College,-1,23,Pennsylvania,Vienna Lager,American-Style Lager
9.20,Year-round,3.97,Double D IPA,Otto's Pub and Brewery,North American Ale,State College,-1,257,Pennsylvania,American Imperial IPA,Imperial or Double India Pale Ale
5.90,Year-round,3.51,Brueghel Blonde,Kross Brewing,Belgian and French Ale,Morrisville,-1,10,Vermont,Belgian Tripel,Belgian-Style Tripel
-1,Year-round,3.72,Panama Limited Red Ale,Flossmoor Station Brewery,North American Ale,Flossmoor,-1,83,Illinois,American Amber / Red Ale,American-Style Pale Ale
-1,Year-round,3.63,Caber Tossing Scottish Ale,Fox River Brewing #1,,Oshkosh,-1,11,Wisconsin,Scottish Ale,
5.00,Year-round,3.55,Old Fort Porter,Mad Anthony Brewing,Irish Ale,Fort Wayne,-1,37,Indiana,American Porter,Porter
-1,Rotating,3.67,Big Daddy Brown,Mad Anthony Brewing,North American Ale,Fort Wayne,-1,11,Indiana,English Brown Ale,American-Style Brown Ale
-1,Year-round,3.22,Pirates Pilsner,Mad Crab Restaurant and Brewery,,Strongsville,-1,1,Ohio,German Pilsner,
-1,Year-round,0,Amber Lager,Randy's Fun Hunters Brewery Restaurant and Banquet Center,North American Lager,Whitewater,-1,0,Wisconsin,American Amber / Red Lager,American-Style Lager
-1,Limited (brewed once),0,Rambling Raspberry Ale,Route 66 Brewery,Other Style,Saint Louis,-1,0,Missouri,Fruit and Field Beer,Light American Wheat Ale or Lager
-1,Summer,3.96,J. Scott Francis ESB,Barley's Brewing #1,,Columbus,-1,13,Ohio,English Extra Special / Strong Bitter (ESB),
-1,Year-round,0,Oatmeal Stout,Brewmasters Restaurant and Brewery South,North American Ale,Kenosha,-1,0,Wisconsin,English Oatmeal Stout,American-Style Stout
5.50,Year-round,4.34,Smooth India Pale Ale,Goose Island Beer Company - Clybourn,North American Ale,Chicago,-1,8,Illinois,English India Pale Ale (IPA),American-Style Pale Ale
5.75,Winter,3.89,Coffee Stout,New Glarus Brewing Company,North American Ale,New Glarus,-1,1044,Wisconsin,American Stout,American-Style Stout
5.30,Year-round,3.91,Beast Bitter,Middle Ages Brewing,British Ale,Syracuse,-1,243,New York,English Extra Special / Strong Bitter (ESB),Extra Special Bitter
6.50,Winter,3.73,Shantytown Doppelbock,Tyranena Brewing,German Lager,Lake Mills,-1,26,Wisconsin,German Doppelbock,German-Style Doppelbock
5.30,Spring,2.99,Michelob Hop Hound Amber Wheat,Anheuser-Busch,Other Style,Saint Louis,20,248,Missouri,American Pale Wheat Ale,Light American Wheat Ale or Lager
5.20,Year-round,3.9,Harborfields HefeWeizen,The Blind Bat Brewery LLC,German Ale,Centerport,-1,3,New York,German Hefeweizen,South German-Style Hefeweizen
5.30,Year-round,3.88,Crosstown Pale Ale,Hopworks Urban Brewery,North American Ale,Portland,-1,37,Oregon,American Pale Ale (APA),American-Style Pale Ale
6.20,Year-round,3.55,Saint Arnold Amber Ale,Saint Arnold Brewing,North American Ale,Houston,-1,527,Texas,American Amber / Red Ale,American-Style Amber/Red Ale
5.75,Rotating,3.5,The Livery Dunkel Weizen,The Livery,Other Style,Benton Harbor,-1,1,Michigan,German Dunkelweizen,Light American Wheat Ale or Lager
7.75,Rotating,3.89,Double Paw,The Livery,North American Ale,Benton Harbor,-1,12,Michigan,American Imperial IPA,Imperial or Double India Pale Ale
6.50,Rotating,3.45,Old Cedar,The Livery,,Benton Harbor,-1,2,Michigan,English Strong Ale,
9.25,Rotating,3.66,Pugsley's Signature Series XXXX IPA,Shipyard Brewing - Portland,North American Ale,Portland,-1,731,Maine,American Imperial IPA,Imperial or Double India Pale Ale
6.60,Rotating,3.95,Double White,Southampton Publick House,Other Style,Southampton,-1,1130,New York,Belgian Witbier,Light American Wheat Ale or Lager
-1,Year-round,3.47,Prescott Pale Ale,Prescott Brewing Company,North American Ale,Prescott,-1,12,Arizona,American Pale Ale (APA),American-Style Pale Ale
5.30,Rotating,3.75,Elm City Schwarzbier,Elm City Brewing Co,German Lager,Keene,-1,4,New Hampshire,German Schwarzbier,German-Style Schwarzbier
6.40,Rotating,3.89,Red Chair IPA,Deschutes Brewery,North American Ale,Bend,-1,214,Oregon,American IPA,American-Style India Pale Ale
7.00,Limited (brewed once),4.2,Terrapin Midnight Project Depth Charge Espresso Milk Stout,Terrapin Beer Company,British Ale,Athens,-1,199,Georgia,English Sweet / Milk Stout,Sweet Stout
4.80,Year-round,3.41,Rock Art American Red Ale,Rock Art Brewery,North American Ale,Morrisville,-1,193,Vermont,American Amber / Red Ale,American-Style Amber/Red Ale
6.00,Winter,2.86,Michelob Winter's Bourbon Cask Ale,Anheuser-Busch,Other Style,Saint Louis,17,573,Missouri,Winter Warmer,Winter Warmer
6.00,Limited (brewed once),3.77,Golf,Weyerbacher Brewing Company,German Ale,Easton,-1,12,Pennsylvania,German Weizenbock,South German-Style Hefeweizen
10.00,Rotating,4.03,Captain Lawrence Xtra Gold,Captain Lawrence Brewing Company,Belgian and French Ale,Pleasantville,-1,374,New York,Belgian Tripel,Belgian-Style Tripel
5.00,Summer,3.8,Summer Teeth,Columbus Brewing Company,German Ale,Columbus,-1,159,OH,German Kellerbier / Zwickelbier,Kellerbier - Ale
5.00,Year-round,3.71,Hefeweizen,Yazoo Brewing,German Ale,Nashville,13,467,Tennessee,German Hefeweizen,South German-Style Hefeweizen
6.90,Winter,3.76,Drake's Crude,Erie Brewing Company,British Ale,Erie,-1,145,Pennsylvania,English Oatmeal Stout,Oatmeal Stout
-1,Rotating,2.91,Celis Raspberry,Michigan Brewing,Belgian and French Ale,Webberville,-1,121,Michigan,Fruit and Field Beer,Other Belgian-Style Ales
8.70,Limited (brewed once),4.06,Mars - Belgian Imperial Red IPA,Midnight Sun Brewing Co.,North American Ale,Anchorage,85,25,Alaska,Belgian IPA,Imperial or Double India Pale Ale
5.40,Spring,3.35,Wailua,Kona Brewing,Other Style,Kailua-Kona,15,1063,Hawaii,American Pale Wheat Ale,Light American Wheat Ale or Lager
8.25,Rotating,3.85,Vivant Tripel,Brewery Vivant,Belgian and French Ale,Grand Rapids,-1,82,MI,Belgian Tripel,Belgian-Style Tripel
4.50,Year-round,3.12,Oats and Barley Stout,Delafield Brewhaus,North American Ale,Delafield,-1,2,Wisconsin,English Oatmeal Stout,American-Style Stout
5.20,Year-round,3.52,Happy Heron Pale Ale,Central Waters Brewing Company,North American Ale,Amherst,-1,198,Wisconsin,American Pale Ale (APA),American-Style Pale Ale
-1,Spring,3.89,Fighting Finches Bock,Tyranena Brewing,German Lager,Lake Mills,-1,22,Wisconsin,German Maibock,German-Style Heller Bock/Maibock
-1,Year-round,3.49,Stillwater Stout,Rock Bottom Restaurant & Brewery - Milwaukee,North American Ale,Milwaukee,-1,22,Wisconsin,American Stout,American-Style Stout
-1,Year-round,3.43,Honey Creek Pale Ale,Rock Bottom Restaurant & Brewery - Milwaukee,North American Ale,Milwaukee,-1,4,Wisconsin,American Pale Ale (APA),American-Style Pale Ale
5.50,Year-round,0,Hopfenteufel Alt Bier,Delafield Brewhaus,North American Ale,Delafield,-1,0,Wisconsin,German Altbier,American-Style Brown Ale
-1,Year-round,3.41,Main Street Brown Ale,Harbor City Brewing,North American Ale,Port Washington,-1,14,Wisconsin,English Brown Ale,American-Style Brown Ale
-1,Year-round,2.86,Amber Ale,Port Washington Brewing,North American Ale,Port Washington,-1,4,Wisconsin,American Amber / Red Ale,American-Style Amber/Red Ale
-1,Year-round,3.93,Pier 96 Lager,Port Washington Brewing,North American Lager,Port Washington,-1,1,Wisconsin,American Adjunct Lager,American-Style Lager
4.00,Rotating,4.13,Apple Ale,New Glarus Brewing Company,Other Style,New Glarus,-1,1654,Wisconsin,Fruit and Field Beer,Light American Wheat Ale or Lager
8.30,Winter,4.22,Racer X,Bear Republic Brewery,North American Ale,Healdsburg,-1,2205,California,American Imperial IPA,Imperial or Double India Pale Ale
10.00,Rotating,4.41,Imperial Eclipse Stout,Flossmoor Station Brewery,North American Ale,Flossmoor,-1,6,Illinois,Russian Imperial Stout,American-Style Stout
-1,Year-round,3.65,Kilt Kicker Wee Heavy,Flossmoor Station Brewery,British Ale,Flossmoor,-1,1,Illinois,Scotch Ale / Wee Heavy,Scotch Ale
5.40,Year-round,3.1,East Bay Brown,Southend Brewery and Smokehouse - Charleston,North American Ale,Charleston,-1,9,South Carolina,English Brown Ale,American-Style Brown Ale
-1,Year-round,3.02,Old Courthouse Stout,Trailhead Brewing Company,North American Ale,Saint Charles,-1,38,Missouri,American Stout,American-Style Stout
5.00,Year-round,3.21,Razz-Wheat,Oaken Barrel Brewing,Other Style,Greenwood,-1,87,Indiana,Fruit and Field Beer,Light American Wheat Ale or Lager
-1,Year-round,0,Icemaster,Brewmasters Restaurant and Brewery South,North American Lager,Kenosha,-1,0,Wisconsin,American Adjunct Lager,American-Style Lager
-1,Year-round,3.35,Celtic Cream Ale,Govnor's Public House,North American Lager,Lake In The Hills,-1,3,Illinois,American Cream Ale,American-Style Lager
-1,Year-round,4,Smooth Oatmeal Stout,Goose Island Beer Company - Clybourn,North American Ale,Chicago,-1,20,Illinois,English Oatmeal Stout,American-Style Stout
5.50,Rotating,3.93,Hex Nut Brown Ale,Goose Island Beer Company - Clybourn,North American Ale,Chicago,-1,21,Illinois,English Brown Ale,American-Style Brown Ale
-1,Year-round,3.53,Cortland Wheat,Spilker Ales,North American Lager,Cortland,-1,8,Nebraska,Belgian Witbier,American-Style Lager
5.80,Year-round,3.62,Trailside Wheat,Grumpy Troll Restaurant and Brewery,German Ale,Mount Horeb,12,20,Wisconsin,German Hefeweizen,South German-Style Hefeweizen
5.40,Year-round,3.84,XP Pale Ale,Bear Republic Brewery,North American Ale,Healdsburg,-1,613,California,American Pale Ale (APA),American-Style Pale Ale
4.00,Year-round,3.81,Steamer,Park City Brewing,,Heber City,-1,8,Utah,California Common / Steam Beer,
4.00,Year-round,3.34,Dead Horse Ale,Moab Brewery,,Moab,-1,92,Utah,English Pale Mild Ale,
8.00,Winter,3.6,Belgian Freeze Winter Ale,River Horse Brewing Company,North American Ale,Lambertville,-1,388,New Jersey,Belgian Dark Ale,Dark American-Belgo-Style Ale
-1,Rotating,3.46,Bistro Blonde,Walldorff Brew Pub,North American Ale,Hastings,-1,3,Michigan,Belgian Saison,Golden or Blonde Ale
6.70,Limited (brewed once),3.55,Pearl Street Porter,Twisted Pine Brewing Company,Irish Ale,Boulder,-1,30,Colorado,American Porter,Porter
-1,Summer,3.51,Barnstormer Pale Ale,Flying Bison Brewing,North American Ale,Buffalo,-1,26,New York,American Pale Ale (APA),American-Style Pale Ale
3.80,Rotating,3.23,Willow Wheat,Prescott Brewing Company,Other Style,Prescott,-1,10,Arizona,American Pale Wheat Ale,Light American Wheat Ale or Lager
5.30,Year-round,3.79,Shiva IPA,Asheville Pizza and Brewing Co.,North American Ale,Asheville,-1,107,North Carolina,American IPA,American-Style India Pale Ale
6.50,Fall,3.68,Smuttynose Pumpkin Ale,Smuttynose Brewing Co.,Other Style,Portsmouth,45,1929,New Hampshire,Pumpkin Beer,Pumpkin Beer
-1,Winter,3.56,BackDraft Chocolate Porter,Pennichuck Brewing Company,Irish Ale,Milford,-1,42,New Hampshire,American Porter,Porter
5.80,Year-round,3.69,(512) Pale,(512) Brewing Company,North American Ale,Austin,-1,77,Texas,American Pale Ale (APA),American-Style Pale Ale
4.90,Rotating,3.75,Samuel Adams Noble Pils,Boston Beer Company,German Lager,Boston,-1,3743,Massachusetts,German Pilsner,German-Style Pilsener
6.50,Rotating,4.04,Secession Black India Pale Ale (CDA),Hopworks Urban Brewery,,Portland,-1,150,Oregon,American Black Ale,
4.50,Winter,3.73,Cricket's Nocturne,Cricket Hill,North American Lager,Fairfield,-1,83,New Jersey,Munich Dunkel Lager,American-Style Dark Lager
4.90,Year-round,3.64,Dos Perros,Yazoo Brewing,North American Ale,Nashville,21,663,Tennessee,American Brown Ale,American-Style Brown Ale
5.60,Year-round,3.63,Fleishhacker Stout,Beach Chalet Brewery,North American Ale,San Francisco,-1,10,California,American Stout,American-Style Stout
-1,Year-round,4.08,Anchorage Ale,Silver Gulch Brewing Company,North American Ale,Fox,-1,2,Alaska,American Pale Ale (APA),American-Style Pale Ale
5.40,Year-round,3.98,Blackbird Oatmeal Stout,Flying Bison Brewing,British Ale,Buffalo,-1,42,New York,English Oatmeal Stout,Oatmeal Stout
5.00,Year-round,3.59,Trout Slayer,Big Sky Brewing,Other Style,Missoula,-1,784,Montana,American Pale Wheat Ale,Light American Wheat Ale or Lager
4.25,Rotating,3.7,Totally Naked,New Glarus Brewing Company,North American Lager,New Glarus,-1,1213,Wisconsin,American Lager,American-Style Lager
4.70,Spring,3.82,Peregrine Pilsner,Appalachian Brewing Company,German Lager,Harrisburg,-1,39,Pennsylvania,German Pilsner,German-Style Pilsener
8.70,Fall,4.05,Moonglow Weizenbock,Victory Brewing,German Ale,Downingtown,-1,1476,Pennsylvania,German Weizenbock,South German-Style Weizenbock
4.70,Rotating,3.36,Spruce Creek Lager,Otto's Pub and Brewery,North American Lager,State College,-1,31,Pennsylvania,American Lager,American-Style Lager
5.00,Year-round,3.97,Black Mo Stout,Otto's Pub and Brewery,North American Ale,State College,-1,51,Pennsylvania,Irish Dry Stout,American-Style Stout
3.79,Year-round,1.94,Piels Light,Pabst Brewing Company,North American Lager,San Antonio,-1,13,Texas,American Light Lager,American-Style Light Lager
5.20,Fall,3.5,Lancaster Oktoberfest,Lancaster Brewing Co.,German Lager,Lancaster,-1,216,Pennsylvania,German Märzen / Oktoberfest,German-Style Oktoberfest
-1,Rotating,3.97,Red Ale,Minocqua Brewing Company,North American Ale,Minocqua,-1,2,Wisconsin,German Altbier,American-Style Amber/Red Ale
5.30,Fall,3.67,Samuel Adams OctoberFest,Boston Beer Company,German Lager,Boston,-1,7864,Massachusetts,German Märzen / Oktoberfest,German-Style Oktoberfest
5.90,Year-round,1.81,Natural Ice,Anheuser-Busch,North American Lager,Saint Louis,-1,1491,Missouri,American Adjunct Lager,American-Style Light Lager
-1,Year-round,3.1,Barely Blond,Firehouse Brewing,,Rapid City,-1,3,South Dakota,American Blonde Ale,
5.25,Rotating,3.5,Capital Raspberry Wheat,Court Avenue Brewing,Other Style,Des Moines,-1,2,Iowa,Fruit and Field Beer,Light American Wheat Ale or Lager
-1,Rotating,3.56,Calumet Wheat,Rowland's Calumet Brewery,North American Lager,Chilton,-1,1,Wisconsin,American Pale Wheat Ale,American-Style Lager
6.20,Spring,3.79,Capital Maibock,Capital Brewery,German Lager,Middleton,-1,323,Wisconsin,German Maibock,German-Style Heller Bock/Maibock
6.20,Year-round,3.61,Black Angus Oatmeal Stout,Lafayette Brewing,North American Ale,Lafayette,-1,48,Indiana,English Oatmeal Stout,American-Style Stout
8.00,Year-round,3.89,Detonator Doppelbock,Fish Brewing Company & Fish Tail Brewpub,German Lager,Olympia,-1,74,Washington,German Doppelbock,Traditional German-Style Bock
-1,Limited (brewed once),3.75,Our Special Ale 1994,Anchor Brewing,,San Francisco,-1,8,California,Winter Warmer,
5.90,Year-round,3.86,Old Redwood Porter,Third Street Ale Works,Irish Ale,Santa Rosa,-1,2,California,American Porter,Porter
5.60,Year-round,3.1,Jackpot Pale,Monte Carlo Casino and Brewpub,North American Ale,Las Vegas,-1,21,Nevada,American IPA,American-Style Pale Ale
5.50,Year-round,3.38,Fly Fisher Red,Gore Range Brewery,North American Ale,Edwards,-1,11,Colorado,American Amber / Red Ale,American-Style Amber/Red Ale
6.00,Year-round,3.43,Allgood Amber Ale,Bull & Bush Pub & Brewery,North American Ale,Denver,-1,30,Colorado,American Amber / Red Ale,American-Style Amber/Red Ale
-1,Year-round,3.84,Red Earth Pale Ale,Jasper Ridge Brewery,North American Ale,Ishpeming,-1,4,Michigan,American Pale Ale (APA),American-Style Pale Ale
-1,Year-round,3.24,Pale Ale,Orchard Street Brewery,North American Ale,Bellingham,-1,6,Washington,American Pale Ale (APA),American-Style Pale Ale
-1,Limited (brewed once),3.21,Auburn Ale,Jacob Leinenkugel Brewing Company,North American Ale,Chippewa Falls,-1,2,Wisconsin,American Amber / Red Ale,American-Style Amber/Red Ale
5.50,Rotating,3.92,Dousman Street Wheat,Titletown Brewing,German Ale,Green Bay,-1,11,Wisconsin,German Hefeweizen,South German-Style Hefeweizen
4.70,Year-round,3.48,Silver Cream,Rail House Restaurant and Brewpub,North American Lager,Marinette,-1,1,Wisconsin,American Light Lager,American-Style Lager
5.50,Fall,3.92,Copper Kettle Weiss,New Glarus Brewing Company,German Ale,New Glarus,-1,79,Wisconsin,German Dunkelweizen,South German-Style Hefeweizen
-1,Year-round,3.37,Big Horn Hefeweizen,C.B. & Potts of Cheyenne,German Ale,Cheyenne,-1,12,Wyoming,German Hefeweizen,South German-Style Hefeweizen
4.20,Year-round,3.39,Walt Wit,Philadelphia Brewing Co,Belgian and French Ale,Philadelphia,-1,339,Pennsylvania,Belgian Witbier,Belgian-Style White
4.00,Year-round,3.62,563 Stout,21st Amendment Brewery Cafe,North American Ale,San Francisco,-1,3,California,American Stout,American-Style Stout
4.90,Year-round,3.93,Samuel Adams Cream Stout,Boston Beer Company,North American Ale,Boston,-1,2743,Massachusetts,English Sweet / Milk Stout,American-Style Stout
5.45,Rotating,3.67,Samuel Adams Honey Porter,Boston Beer Company,Irish Ale,Boston,-1,914,Massachusetts,English Porter,Porter
-1,Rotating,3.47,Old 55 Pale Ale,Silver Gulch Brewing Company,North American Ale,Fox,-1,17,Alaska,American Pale Ale (APA),American-Style Pale Ale
4.00,Year-round,3.03,Sockeye Red IPA,Midnight Sun Brewing Co.,North American Ale,Anchorage,-1,1,Alaska,American IPA,American-Style India Pale Ale
4.50,Year-round,3.53,Colonel Paris Pale Ale,Blue Ridge Brewing,North American Ale,Greenville,37,22,South Carolina,American Pale Ale (APA),American-Style Pale Ale
5.30,Year-round,3.83,American Amber Ale,Rogue Ales,North American Ale,Newport,53,1465,Oregon,American Amber / Red Ale,American-Style Amber/Red Ale
-1,Rotating,3.62,Red Fox,Rogue Ales,North American Ale,Newport,-1,81,Oregon,American Amber / Red Ale,American-Style Amber/Red Ale
5.60,Year-round,3.82,Great Northern Porter,Summit Brewing,Irish Ale,Saint Paul,-1,657,Minnesota,American Porter,Porter
6.00,Winter,3.66,Hibernator,Long Trail Brewing Co,British Ale,Bridgewater Corners,32,762,Vermont,Scottish Ale,Scotch Ale
6.70,Year-round,3.92,Rockslide IPA,Fifty Fifty Brewing Co.,North American Ale,Truckee,-1,79,California,American IPA,American-Style India Pale Ale
4.60,Rotating,3.67,Righteous Red,Amherst Brewing Company,North American Ale,Amherst,-1,6,Massachusetts,American Amber / Red Ale,American-Style Amber/Red Ale
5.20,Spring,3.43,Samuel Adams Spring Ale,Boston Beer Company,,Boston,-1,113,Massachusetts,German Kölsch,
4.90,Year-round,3.4,Singletrack Copper Ale,Boulder Beer Company,North American Ale,Boulder,-1,319,Colorado,American Pale Ale (APA),American-Style Pale Ale
4.80,Year-round,2.95,Honey Ale,Gray Brewing,North American Lager,Janesville,-1,76,Wisconsin,American Blonde Ale,American-Style Lager
6.10,Year-round,3.47,Hoppy Face Amber Ale,Hoppy Brewing Company,North American Ale,Sacramento,-1,64,California,American Amber / Red Ale,American-Style India Pale Ale
4.70,Year-round,2.65,California Blonde Ale,Coast Range Brewing,,Gilroy,-1,6,California,American Blonde Ale,
5.50,Year-round,3.22,Thompson Pale Ale,Snowshoe Brewing - Sonora,North American Ale,Sonora,-1,28,California,American Pale Ale (APA),American-Style Pale Ale
5.20,Year-round,3.15,Red Ale,Mehana Brewing,North American Ale,Hilo,-1,60,Hawaii,American Amber / Red Ale,American-Style Amber/Red Ale
6.50,Rotating,4.08,5 C's IPA,Portsmouth Brewery,North American Ale,Portsmouth,-1,91,New Hampshire,American IPA,American-Style India Pale Ale
-1,Year-round,3.21,Rat Beach Red Ale,Manhattan Beach Brewing,North American Ale,Manhattan Beach,-1,3,California,American Amber / Red Ale,American-Style Amber/Red Ale
4.50,Summer,3.75,Sunshine Pils,Troegs Brewing,German Lager,Harrisburg,-1,1693,Pennsylvania,German Pilsner,German-Style Pilsener
5.10,Year-round,3.51,Gold Star Pilsner,Lancaster Brewing Co.,German Lager,Lancaster,-1,104,Pennsylvania,Bohemian Pilsener,German-Style Pilsener
6.60,Year-round,3.44,Wild Rice Lager,Minocqua Brewing Company,North American Lager,Minocqua,-1,18,Wisconsin,American Amber / Red Lager,American-Style Lager
6.20,Rotating,3.52,Muse Farmhouse Ale,Weyerbacher Brewing Company,Belgian and French Ale,Easton,-1,194,Pennsylvania,Belgian Saison,French & Belgian-Style Saison
5.70,Year-round,3.18,Off The Rail Pale Ale,Blue Cat Brew Pub,North American Ale,Rock Island,15.4,18,Illinois,English Pale Ale,American-Style Pale Ale
10.50,Limited (brewed once),3.29,Maibock,River West Brewing,German Lager,Chicago,-1,3,Illinois,German Maibock,Traditional German-Style Bock
-1,Year-round,3.74,Dubbel Ale,Celis Brewery,,Austin,-1,2,Texas,Belgian Dubbel,
5.33,Fall,2.93,Hazelnut Stout,Blitz-Weinhard Brewing,,Portland,-1,3,Oregon,American Stout,
8.50,Winter,3.2,Hibernator Winter Ale,Golden Pacific Brewing,,Berkeley,-1,1,California,American Pale Ale (APA),
6.20,Rotating,3.52,Stout of Circumstance,Magnolia Pub and Brewery,North American Ale,San Francisco,-1,24,California,English Oatmeal Stout,American-Style Stout
-1,Limited (brewed once),3.56,Our Special Ale 1996,Anchor Brewing,,San Francisco,-1,29,California,Winter Warmer,
5.00,Year-round,3.46,Liquid Sunshine Blonde Ale,Hoppy Brewing Company,North American Ale,Sacramento,-1,53,California,American Blonde Ale,Golden or Blonde Ale
4.80,Year-round,4.15,Shade Mountain Oatmeal Stout,Selin's Grove Brewing Co.,British Ale,Selinsgrove,-1,78,Pennsylvania,English Oatmeal Stout,Oatmeal Stout
-1,Rotating,3.58,Winkleblink Ale,Elk Creek Cafe and Aleworks,Other Style,Millheim,-1,12,Pennsylvania,American Blonde Ale,Light American Wheat Ale or Lager
4.60,Rotating,3.77,Brookie Brown Ale,Elk Creek Cafe and Aleworks,North American Ale,Millheim,-1,30,Pennsylvania,American Brown Ale,American-Style Brown Ale
5.50,Year-round,3.29,Samuel Adams Blackberry Witbier,Boston Beer Company,Belgian and French Ale,Boston,-1,1640,Massachusetts,Belgian Witbier,Belgian-Style White
9.90,Rotating,4.07,Oak Aged Unearthly Imperial Pale Ale,Southern Tier Brewing Co,North American Ale,Lakewood,-1,1122,New York,American Imperial IPA,Imperial or Double India Pale Ale
-1,Year-round,3.78,Climax IPA,Climax Brewing Copmany,North American Ale,Roselle Park,-1,3,New Jersey,American IPA,American-Style India Pale Ale
5.60,Rotating,3.83,Double Mountain Altbier,Double Mountain Brewery & Taproom,German Ale,Hood River,-1,4,Oregon,German Altbier,German-Style Brown Ale/Altbier
4.00,Rotating,4.55,Barristers Bitter,Sacramento Brewing Company,British Ale,Sacramento,-1,1,California,English Extra Special / Strong Bitter (ESB),Extra Special Bitter
